Date,Close,High,Low,Open,Volume
7/13/2023,188.8985596,189.5429691,188.1451121,188.8589108,41342300
7/14/2023,189.0472717,189.5330409,187.9964057,188.5912278,41573900
7/17/2023,192.3188477,192.6460066,190.1576197,190.2468408,50520200
7/18/2023,192.0610962,192.6559335,190.7623837,191.68438,48353800
7/19/2023,193.419281,196.5223068,190.9903749,191.4365104,80507300
7/20/2023,191.4662628,194.7774863,190.8416852,193.4093697,59581200
7/21/2023,190.286499,193.2903953,189.5826088,192.4278949,71917800
7/24/2023,191.0895233,193.2309193,190.5938306,191.7438413,45377800
7/25/2023,191.9520264,192.7649696,191.2580596,191.6645313,37283200
7/26/2023,192.8244476,193.9546263,191.6546202,192.001596,47471900
7/27/2023,191.5554504,195.5011593,190.8912242,194.331332,47460200
7/28/2023,194.1429901,194.9361014,192.4675465,192.9929795,48291400
7/31/2023,194.7576294,194.7972933,193.5778785,194.3709898,38824100
8/1/2023,193.924881,195.0352277,193.597722,194.5494586,35175100
8/2/2023,190.9210052,193.4985983,190.1972981,193.3598049,50389300
8/3/2023,189.5231476,190.7128071,189.0472868,189.9197108,61235200
8/4/2023,180.4222107,185.7657767,180.3528065,183.9217995,115799700
8/7/2023,177.3092957,181.5524242,175.8222175,180.5610388,97576100
8/8/2023,178.2510834,178.7170357,176.0502068,178.1420304,67823000
8/9/2023,176.6549683,179.3713546,175.4851256,179.3118739,60378500
8/10/2023,176.4368439,179.1928938,176.0700362,177.9338302,54686900
8/11/2023,176.4963989,177.3203617,175.2654308,176.0298326,51988100
8/14/2023,178.1542816,178.3826039,176.0199156,176.6751172,43675600
8/15/2023,176.1588745,178.1741031,175.761791,177.5784777,43622600
8/16/2023,175.2852936,177.240946,175.2157956,175.8412166,46964900
8/17/2023,172.7339935,176.2184497,172.2177728,175.8511466,66062900
8/18/2023,173.2204285,173.8259908,170.7088378,171.0463603,61114200
8/21/2023,174.5606079,174.8485064,172.4758963,173.7962212,46311900
8/22/2023,175.9404755,176.3871982,174.9676102,175.7717142,42084200
8/23/2023,179.8022003,180.2290796,177.0325065,177.2211265,52722800
8/24/2023,175.0966644,179.7823229,174.7293462,179.3554437,54945800
8/25/2023,177.3104553,177.8465197,174.5407617,176.0894089,51449600
8/28/2023,178.8789673,179.2760509,177.2509003,178.7796888,43820700
8/29/2023,182.7803497,183.5546733,178.1939694,178.3925112,53003900
8/30/2023,186.284668,186.4832249,183.3958524,183.5943942,60813900
8/31/2023,186.503067,187.7439721,186.1159052,186.4732865,60794500
9/1/2023,188.0814972,188.5381418,186.910075,188.1112777,45732600
9/5/2023,188.3197632,188.5977247,186.2449734,186.9100967,45280000
9/6/2023,181.5791779,187.4759617,180.1496527,187.0292237,81755800
9/7/2023,176.2680817,176.9133614,172.2773267,173.9053936,112488800
9/8/2023,176.8835754,178.9285998,176.4964136,177.0523519,65551300
9/11/2023,178.0550079,178.9881711,176.0497009,178.7598488,58953100
9/12/2023,175.0172577,178.8193927,173.5480303,178.1840499,90370200
9/13/2023,172.9424591,176.0099727,172.7141217,175.2257122,84267900
9/14/2023,174.4613342,174.8187155,172.3170466,172.7339889,60895800
9/15/2023,173.7366333,175.2157976,172.5553044,175.1959389,109205100
9/18/2023,176.6751099,178.0748545,174.8882034,175.1959455,67257600
