Date,Close,High,Low,Open,Volume
5/8/2023,16.97999954,17.87999916,16.82999992,17.72999954,0
5/9/2023,17.70999908,17.86000061,17.21999931,17.29000092,0
5/10/2023,16.94000053,18.30999947,16.36000061,17.57999992,0
5/11/2023,16.93000031,18.19000053,16.62999916,16.79999924,0
5/12/2023,17.03000069,17.92000008,16.37999916,16.82999992,0
5/15/2023,17.12000084,18.15999985,17.07999992,17.44000053,0
5/16/2023,17.98999977,18.29999924,17.26000023,17.54000092,0
5/17/2023,16.87000084,18.26000023,16.68000031,17.95999908,0
5/18/2023,16.04999924,17.14999962,16.04999924,16.92000008,0
5/19/2023,16.80999947,17.36000061,15.85000038,16.12999916,0
5/22/2023,17.20999908,18.12999916,16.81999969,17.45000076,0
5/23/2023,18.53000069,19.30999947,17.29999924,17.35000038,0
5/24/2023,20.03000069,20.80999947,18.79999924,18.79999924,0
5/25/2023,19.13999939,19.95000076,18.70000076,19.54000092,0
5/26/2023,17.95000076,19.55999947,17.27000046,19.06999969,0
5/30/2023,17.45999908,18.34000015,16.97999954,17.55999947,0
5/31/2023,17.94000053,18.39999962,17.12000084,18.04000092,0
6/1/2023,15.64999962,17.59000015,15.57999992,17.23999977,0
6/2/2023,14.60000038,15.64999962,14.42000008,15.64999962,0
6/5/2023,14.72999954,15.28999996,14.65999985,15.27999973,0
6/6/2023,13.96000004,14.97000027,13.94999981,14.90999985,0
6/7/2023,13.93999958,14.28999996,13.77000046,14.14000034,0
6/8/2023,13.64999962,14.21000004,13.52999973,14.14000034,0
6/9/2023,13.82999992,14.14000034,13.5,13.77999973,0
6/12/2023,15.01000023,15.02000046,14.31999969,14.43999958,0
6/13/2023,14.60999966,15.06000042,14.47000027,14.98999977,0
6/14/2023,13.88000011,14.72999954,13.82999992,14.47999954,0
6/15/2023,14.5,14.52000046,13.78999996,14.09000015,0
6/16/2023,13.53999996,14.53999996,13.47999954,14.48999977,0
6/20/2023,13.88000011,14.67000008,13.85999966,14.35999966,0
6/21/2023,13.19999981,13.89000034,13.10000038,13.88000011,0
6/22/2023,12.90999985,13.97999954,12.72999954,13.88000011,0
6/23/2023,13.43999958,13.80000019,12.88000011,13.23999977,0
6/26/2023,14.25,14.71000004,13.77999973,14.43000031,0
6/27/2023,13.73999977,14.34000015,13.59000015,14.10999966,0
6/28/2023,13.43000031,13.96000004,13.35999966,13.89999962,0
6/29/2023,13.53999996,13.85000038,13.40999985,13.64000034,0
6/30/2023,13.59000015,13.59000015,12.96000004,13.51000023,0
7/3/2023,13.56999969,13.85000038,13.47000027,13.85000038,0
7/5/2023,14.18000031,14.73999977,14.05000019,14.18999958,0
7/6/2023,15.43999958,17.07999992,14.78999996,14.85000038,0
7/7/2023,14.82999992,16.05999947,14.32999992,15.97000027,0
7/10/2023,15.06999969,16.20999908,15.03999996,16.07999992,0
7/11/2023,14.84000015,15.25,14.63000011,15.02000046,0
7/12/2023,13.53999996,14.81999969,13.51000023,14.81999969,0
